fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol per liter,total acidity,acid ratio,normalized residual sugar,sweetness level,WQI
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,Medium,10.87166,Medium,0.0425,5.113294565871265,Medium,16.050895758091524
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,Medium,10.6465,Medium,0.0,2.1105527638190957,Dry,10.042086010764152
8.1,0.29,0.36,2.2,0.048,35.0,53.0,0.995,3.27,1.01,12.4,Medium,12.338000000000001,Medium,0.045,2.21105527638191,Dry,9.931012610927613
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,Medium,10.6465,Medium,0.0,2.1105527638190957,Dry,10.042086010764152
6.6,0.96,0.0,1.8,0.082,5.0,16.0,0.9936,3.5,0.44,11.9,Medium,11.82384,Medium,0.0,1.8115942028985508,Dry,18.97784851793825
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,Medium,10.56078,Medium,0.05714285714285715,2.408912978018669,Dry,15.018961582848721
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,Medium,10.87166,Medium,0.0425,5.113294565871265,Medium,16.050895758091524
9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.9963,3.04,0.9,10.1,Low,10.062629999999999,Medium,0.025,2.007427481682224,Dry,39.16453598526273
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,Low,9.59424,Medium,0.059,2.2013207924754856,Dry,27.096817038495185
6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,Low,9.36804,Medium,0.0,1.6054585591009431,Dry,14.54921030308494
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,Low,9.59424,Medium,0.059,2.2013207924754856,Dry,27.096817038495185
7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77,12.1,Medium,12.04192,Medium,0.04125,2.512057877813505,Dry,11.453986132645497
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,Low,9.751000000000001,Medium,0.00125,1.6080402010050252,Dry,34.20480949586902
7.7,0.64,0.21,2.2,0.077,32.0,133.0,0.9956,3.27,0.45,9.9,Low,9.856440000000001,Medium,0.02625,2.2097227802330255,Dry,23.330122221802398
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,Low,9.751000000000001,Medium,0.00125,1.6080402010050252,Dry,34.20480949586902
7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58,9.4,Low,9.3671,Medium,0.0225,1.6056196688409432,Dry,14.852408296490742
7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.9956,3.39,0.84,11.4,Medium,11.34984,Medium,0.0,2.1092808356769788,Dry,9.86198771273049
6.4,0.53,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,Low,10.9648,Medium,0.012857142857142857,3.912520064205457,Dry,14.15683789928501
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,Medium,9.57504,Medium,0.04111111111111111,1.4036494886705433,Dry,16.926318597130432
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,Medium,9.57504,Medium,0.04111111111111111,1.4036494886705433,Dry,16.926318597130432
7.7,0.23,0.37,1.8,0.046,23.0,60.0,0.9971,3.41,0.71,12.1,Medium,12.06491,Medium,0.04625,1.805235182027881,Dry,15.6276410896459
7.6,0.41,0.33,2.5,0.078,6.0,23.0,0.9957,3.3,0.58,11.2,Low,11.15184,Medium,0.04125,2.5107964246258914,Dry,21.733035420670507
7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.9962,3.31,0.63,11.0,Low,10.9582,Medium,0.0,1.907247540654487,Dry,12.714714997175976
7.9,0.18,0.4,2.2,0.049,38.0,67.0,0.996,3.33,0.93,11.3,Low,11.254800000000001,Medium,0.05,2.2088353413654622,Dry,11.304813238305515
7.4,0.41,0.24,1.8,0.066,18.0,47.0,0.9956,3.37,0.62,10.4,Low,10.35424,Medium,0.03,1.8079550020088389,Dry,15.773639053254438
7.6,0.43,0.31,2.1,0.069,13.0,74.0,0.9958,3.26,0.54,9.9,Medium,9.85842,Medium,0.03875,2.108857200241012,Dry,31.046842936689384
5.9,0.44,0.0,1.6,0.042,3.0,11.0,0.9944,3.48,0.85,11.7,Medium,11.634479999999998,Medium,0.0,1.6090104585679808,Dry,21.59102543154014
6.1,0.4,0.16,1.8,0.069,11.0,25.0,0.9955,3.42,0.74,10.1,Medium,10.05455,Medium,0.02666666666666667,1.808136614766449,Dry,14.598136599374223
10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,Medium,9.03321,High,0.03363636363636364,15.343382917036138,Sweet,10.596205834715004
10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,Medium,9.03321,High,0.03363636363636364,15.343382917036138,Sweet,10.596205834715004
10.0,0.38,0.38,1.6,0.169,27.0,90.0,0.99914,3.15,0.65,8.5,Low,8.49269,Medium,0.038,1.6013771843785656,Dry,19.132244248013237
6.8,0.915,0.29,4.8,0.07,15.0,39.0,0.99577,3.53,0.54,11.1,Low,11.053047,Medium,0.03625,4.820390250760718,Medium,15.803913627457979
7.0,0.59,0.0,1.7,0.052,3.0,8.0,0.996,3.41,0.47,10.3,Low,10.2588,Medium,0.0,1.7068273092369477,Dry,16.14582187899548
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.0666666666667,Medium,11.018637333333366,Medium,0.0025,2.209589618946227,Dry,17.47644140482908
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,Medium,11.240110000000001,Medium,0.04,2.0106564793405046,Dry,11.968620429675875
7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.56666666666667,Medium,9.539210333333337,Medium,0.02375,5.214966955161313,Medium,28.254880987362235
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,Low,9.771776000000001,Medium,0.0025,1.9054878048780486,Dry,11.233955310015462
6.9,0.58,0.2,1.75,0.058,8.0,22.0,0.99322,3.38,0.49,11.7,Low,11.620674,Medium,0.028571428571428574,1.7619459938382231,Dry,16.5491697338874
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.1,Medium,11.051826,Medium,0.0025,2.209589618946227,Dry,17.475540811464633
7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.6,Medium,9.572448,Medium,0.02375,5.214966955161313,Medium,28.25367462605755
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,Low,9.771776000000001,Medium,0.0025,1.9054878048780486,Dry,11.233955310015462
6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.99701,3.4,0.74,9.7,Low,9.670996999999998,Medium,0.0,1.9056980371310217,Dry,11.79939868267202
6.9,0.58,0.01,1.9,0.08,40.0,54.0,0.99683,3.4,0.73,9.7,Low,9.669251,Medium,0.0014285714285714286,1.9060421536269976,Dry,9.667474573440183
7.2,0.38,0.31,2.0,0.056,15.0,29.0,0.99472,3.23,0.76,11.3,High,11.240336000000001,Medium,0.03875,2.0106160527585653,Dry,12.285480051572522
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,Medium,11.240110000000001,Medium,0.04,2.0106564793405046,Dry,11.968620429675875
7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.99732,3.33,0.78,11.0,Medium,10.97052,Medium,0.055,2.7072554445915054,Dry,13.211519317124342
6.6,0.58,0.02,2.0,0.062,37.0,53.0,0.99374,3.35,0.76,11.6,Medium,11.527384,Medium,0.002857142857142857,2.0125988689194356,Dry,10.033779139957733
7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,Low,8.97354,Medium,0.04125,1.9056024712655206,Dry,18.478117891606008
11.7,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,Medium,10.897166,High,0.0525,2.2005721487586776,Dry,18.246123356016206
6.5,0.9,0.0,1.6,0.052,9.0,17.0,0.99467,3.5,0.63,10.9,Medium,10.841903,Medium,0.0,1.6085736978093237,Dry,12.429110484089792
6.0,0.54,0.06,1.8,0.05,38.0,89.0,0.99236,3.3,0.5,10.55,Medium,10.469398000000002,Medium,0.008571428571428572,1.8138578741585716,Dry,14.794536016185802
7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,Low,8.97354,Medium,0.04125,1.9056024712655206,Dry,18.478117891606008
8.4,0.29,0.4,1.7,0.067,8.0,20.0,0.99603,3.39,0.6,10.5,Low,10.458314999999999,Medium,0.044444444444444446,1.7067759003242875,Dry,14.996874973324614
7.9,0.2,0.35,1.7,0.054,7.0,15.0,0.99458,3.32,0.8,11.9,Medium,11.835502,Medium,0.04375,1.709264212029198,Dry,13.226703081232491
6.4,0.42,0.09,2.3,0.054,34.0,64.0,0.99724,3.41,0.68,10.4,Medium,10.371296000000001,Medium,0.012857142857142857,2.306365568970358,Dry,12.428209328822831
6.2,0.785,0.0,2.1,0.06,6.0,13.0,0.99664,3.59,0.61,10.0,Low,9.9664,Medium,0.0,2.107079788087976,Dry,14.031194859959909
6.8,0.64,0.03,2.3,0.075,14.0,31.0,0.99545,3.36,0.58,10.4,Medium,10.35268,Medium,0.004285714285714286,2.3105128333919334,Dry,13.91307709866668
6.9,0.63,0.01,2.4,0.076,14.0,39.0,0.99522,3.34,0.53,10.8,Medium,10.748376,Medium,0.00125,2.411527099535781,Dry,16.708693743193745
6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,Low,9.65926,Medium,0.014285714285714287,1.7071701144808193,Dry,10.724711852614456
6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,Low,9.65926,Medium,0.014285714285714287,1.7071701144808193,Dry,10.724711852614456
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,Medium,9.972800000000001,Medium,0.04,2.1057275790149204,Dry,11.378052046107396
6.7,1.04,0.08,2.3,0.067,19.0,32.0,0.99648,3.52,0.57,11.0,Low,10.96128,Medium,0.01,2.308124598587026,Dry,11.306341572049533
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,Medium,9.972800000000001,Medium,0.04,2.1057275790149204,Dry,11.378052046107396
7.3,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7,Low,9.671384999999999,Medium,0.00625,2.1062133293214984,Dry,14.862385574824666
10.0,0.69,0.11,1.4,0.084,8.0,24.0,0.99578,2.88,0.47,9.7,Low,9.659066,High,0.01,1.4059330374179035,Dry,17.034169240249202
6.7,0.7,0.08,3.75,0.067,8.0,16.0,0.99334,3.43,0.52,12.6,Low,12.516084,Medium,0.011428571428571429,3.7751424487083978,Dry,12.784745806596872
7.6,0.35,0.6,2.6,0.073,23.0,44.0,0.99656,3.38,0.79,11.1,Medium,11.061816,Medium,0.075,2.6089748735650637,Dry,12.178502714470698
6.1,0.6,0.08,1.8,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,Low,10.926960000000001,Medium,0.011428571428571429,1.812031891761295,Dry,19.210293975468975
9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,Low,8.821296000000002,Medium,0.05,13.766684623211827,Sweet,10.55229682074547
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.5666666666667,Medium,13.455691333333368,Medium,0.018333333333333333,2.2181444213667803,Dry,31.36311330510111
9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,8.8,Low,8.821296000000002,Medium,0.05,13.766684623211827,Sweet,10.55229682074547
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.6,Medium,13.488752,Medium,0.018333333333333333,2.2181444213667803,Dry,31.362516024665595
7.1,0.875,0.05,5.7,0.082,3.0,14.0,0.99808,3.4,0.52,10.2,Low,10.180416,Medium,0.00625,5.710965052901571,Medium,25.986822810611542
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,Low,10.581767999999999,Medium,0.075,3.0051688904916456,Dry,13.519631962354646
5.6,0.62,0.03,1.5,0.08,6.0,13.0,0.99498,3.66,0.62,10.1,Low,10.049298,Medium,0.005,1.5075679913164084,Dry,14.524822938131376
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,Low,10.581767999999999,Medium,0.075,3.0051688904916456,Dry,13.519631962354646
7.2,0.58,0.54,2.1,0.114,3.0,9.0,0.99719,3.33,0.57,10.3,Low,10.271057,Medium,0.0675,2.105917628536187,Dry,17.817107733720473
8.1,0.33,0.44,1.5,0.042,6.0,12.0,0.99542,3.35,0.61,10.7,Low,10.650993999999999,Medium,0.055,1.5069016093709189,Dry,12.476717958285981
6.8,0.91,0.06,2.0,0.06,4.0,11.0,0.99592,3.53,0.64,10.9,Low,10.855528000000001,Medium,0.0075,2.0081934291910994,Dry,16.637367653226605
7.0,0.655,0.16,2.1,0.074,8.0,25.0,0.99606,3.37,0.55,9.7,Low,9.661781999999999,Medium,0.02,2.108306728510331,Dry,18.443035601354474
6.8,0.68,0.21,2.1,0.07,9.0,23.0,0.99546,3.38,0.6,10.3,Low,10.253238000000001,Medium,0.03,2.1095774817672233,Dry,15.633546562961753
6.0,0.64,0.05,1.9,0.066,9.0,17.0,0.99496,3.52,0.78,10.6,Low,10.546576,Medium,0.0071428571428571435,1.9096245075178901,Dry,12.715819284697693
5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,11.4,Low,11.33388,Medium,0.006666666666666667,1.7099175216254274,Dry,16.603473575209694
6.2,0.57,0.1,2.1,0.048,4.0,11.0,0.99448,3.44,0.76,10.8,Medium,10.740384,Medium,0.014285714285714287,2.111656343013434,Dry,16.823498465458886
7.1,0.22,0.49,1.8,0.039,8.0,18.0,0.99344,3.39,0.56,12.4,Medium,12.318656,Medium,0.06999999999999999,1.8118859719761637,Dry,13.976288622433
5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,11.4,Low,11.33388,Medium,0.006666666666666667,1.7099175216254274,Dry,16.603473575209694
6.2,0.65,0.06,1.6,0.05,6.0,18.0,0.99348,3.57,0.54,11.95,Low,11.872086,Medium,0.008571428571428572,1.610500463018883,Dry,18.169003522820176
7.7,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,Low,9.664691999999999,Medium,0.0325,1.9069412662090006,Dry,34.57829340321802
6.4,0.31,0.09,1.4,0.066,15.0,28.0,0.99459,3.42,0.7,10.0,Medium,9.9459,Medium,0.012857142857142857,1.407615198222383,Dry,12.509273271221533
7.0,0.43,0.02,1.9,0.08,15.0,28.0,0.99492,3.35,0.81,10.6,Medium,10.546152,Medium,0.002857142857142857,1.909701282515177,Dry,12.178279895203433
7.7,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,Low,9.664691999999999,Medium,0.0325,1.9069412662090006,Dry,34.57829340321802
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,Medium,11.44342,Medium,0.00375,2.3113719499939704,Dry,14.207156505221548
6.6,0.895,0.04,2.3,0.068,7.0,13.0,0.99582,3.53,0.58,10.8,Medium,10.754856000000002,Medium,0.005714285714285714,2.3096543552047555,Dry,12.245326421046249
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,Medium,11.44342,Medium,0.00375,2.3113719499939704,Dry,14.207156505221548
7.5,0.725,0.04,1.5,0.076,8.0,15.0,0.99508,3.26,0.53,9.6,Low,9.552767999999999,Medium,0.005,1.5074164891265025,Dry,12.046979177707119
7.8,0.82,0.29,4.3,0.083,21.0,64.0,0.99642,3.16,0.53,9.4,Low,9.366348,Medium,0.03222222222222222,4.315449308524518,Medium,17.612429630145577
7.3,0.585,0.18,2.4,0.078,15.0,60.0,0.99638,3.31,0.54,9.8,Low,9.764524000000002,Medium,0.0225,2.4087195648246653,Dry,22.68118744218135
6.2,0.44,0.39,2.5,0.077,6.0,14.0,0.99555,3.51,0.69,11.0,Medium,10.95105,Medium,0.055714285714285716,2.511174727537542,Dry,14.855993344661567
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,Medium,11.35497,Medium,0.07125,2.30912102806084,Dry,14.70633286928616
6.7,0.76,0.02,1.8,0.078,6.0,12.0,0.996,3.55,0.63,9.95,Low,9.9102,Medium,0.002857142857142857,1.8072289156626506,Dry,13.057397155267862
6.8,0.81,0.05,2.0,0.07,6.0,14.0,0.99562,3.51,0.66,10.8,Medium,10.752696,Medium,0.00625,2.008798537594665,Dry,14.584765256466273
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,Medium,11.35497,Medium,0.07125,2.30912102806084,Dry,14.70633286928616
7.1,0.27,0.6,2.1,0.074,17.0,25.0,0.99814,3.38,0.72,10.6,Medium,10.580284,Medium,0.08571428571428572,2.103913278698379,Dry,10.178879467485055
7.9,0.18,0.4,1.8,0.062,7.0,20.0,0.9941,3.28,0.7,11.1,Low,11.03451,Medium,0.05,1.8106830298762702,Dry,16.80903074359895
6.4,0.36,0.21,2.2,0.047,26.0,48.0,0.99661,3.47,0.77,9.7,Medium,9.667117,Medium,0.03,2.207483368619621,Dry,12.316843191319172
7.1,0.69,0.04,2.1,0.068,19.0,27.0,0.99712,3.44,0.67,9.8,Low,9.771776000000001,Medium,0.005,2.1060654685494224,Dry,9.91659973497016
6.4,0.79,0.04,2.2,0.061,11.0,17.0,0.99588,3.53,0.65,10.4,Medium,10.357152000000001,Medium,0.005714285714285714,2.209101498172471,Dry,10.782599559013464
6.4,0.56,0.15,1.8,0.078,17.0,65.0,0.99294,3.33,0.6,10.5,Medium,10.42587,Medium,0.02142857142857143,1.812798356396157,Dry,22.142047743169122
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.23333333333333,Medium,9.218744666666664,Medium,0.02625,4.106488251437271,Medium,23.17438652144437
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.25,Medium,9.235384999999999,Medium,0.02625,4.106488251437271,Medium,23.173737079222363
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,Low,10.561098,Medium,0.041666666666666664,2.3084720925797675,Dry,15.807984191986831
6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,Medium,10.247367,Medium,0.008571428571428572,2.0102724924363495,Dry,10.563830024587947
7.4,0.47,0.46,2.2,0.114,7.0,20.0,0.99647,3.32,0.63,10.5,Low,10.462935,Medium,0.0575,2.2077935110941627,Dry,17.035342650756792
6.6,0.7,0.08,2.6,0.106,14.0,27.0,0.99665,3.44,0.58,10.2,Low,10.16583,Medium,0.011428571428571429,2.6087392765765314,Dry,12.647226054967273
6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,Medium,10.247367,Medium,0.008571428571428572,2.0102724924363495,Dry,10.563830024587947
6.9,0.48,0.2,1.9,0.082,9.0,23.0,0.99585,3.39,0.43,9.05,Low,9.0124425,Medium,0.028571428571428574,1.9079178591153285,Dry,15.734312411404417
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,Low,10.561098,Medium,0.041666666666666664,2.3084720925797675,Dry,15.807984191986831
6.8,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,Low,10.35112,Medium,0.03571428571428571,2.009444388626545,Dry,13.398406880475843
6.0,0.42,0.19,2.0,0.075,22.0,47.0,0.99522,3.39,0.78,10.0,Medium,9.9522,Medium,0.03166666666666667,2.0096059162798174,Dry,13.930526780851999
6.7,0.48,0.08,2.1,0.064,18.0,34.0,0.99552,3.33,0.64,9.7,Low,9.656543999999998,Medium,0.011428571428571429,2.109450337512054,Dry,12.33806393629478
6.8,0.47,0.08,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6,Medium,9.557088,Medium,0.011428571428571429,2.2098781553544344,Dry,13.392096018150589
7.1,0.53,0.07,1.7,0.071,15.0,24.0,0.9951,3.29,0.66,10.8,Medium,10.74708,Medium,0.00875,1.708371017988142,Dry,10.749490158362507
7.9,0.29,0.49,2.2,0.096,21.0,59.0,0.99714,3.31,0.67,10.1,Medium,10.071114,Medium,0.06125,2.2063100467336585,Dry,16.652068346371173
7.1,0.69,0.08,2.1,0.063,42.0,52.0,0.99608,3.42,0.6,10.2,Medium,10.160015999999999,Medium,0.01,2.1082643964340217,Dry,8.962836049485833
6.6,0.44,0.09,2.2,0.063,9.0,18.0,0.99444,3.42,0.69,11.3,Medium,11.237172000000001,Medium,0.012857142857142857,2.2123003901693417,Dry,12.9438583292243
6.1,0.705,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,Low,10.162362,Medium,0.014285714285714287,2.8103702662825825,Dry,14.029081557382785
7.2,0.53,0.13,2.0,0.058,18.0,22.0,0.99573,3.21,0.68,9.9,Medium,9.857727,Medium,0.01625,2.0085766221766943,Dry,8.741407226991955
8.0,0.39,0.3,1.9,0.074,32.0,84.0,0.99717,3.39,0.61,9.0,Low,8.97453,Medium,0.0375,1.9053922600960718,Dry,15.75739341454103
6.6,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,Medium,11.629449,Medium,0.02,2.4145597955672704,Dry,14.055826939640891
7.0,0.55,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,9.7,Medium,9.660229999999999,Medium,0.01625,2.209057134250427,Dry,14.48863323961262
6.1,0.53,0.08,1.9,0.077,24.0,45.0,0.99528,3.6,0.68,10.3,Medium,10.251384000000002,Medium,0.011428571428571429,1.9090105297001847,Dry,12.727694102304012
5.4,0.58,0.08,1.9,0.059,20.0,31.0,0.99484,3.5,0.64,10.2,Medium,10.147367999999998,Medium,0.013333333333333334,1.9098548510313216,Dry,11.305945446510242
6.2,0.64,0.09,2.5,0.081,15.0,26.0,0.99538,3.57,0.63,12.0,Low,11.944560000000001,Medium,0.012857142857142857,2.511603608672065,Dry,11.842891172460805
7.2,0.39,0.32,1.8,0.065,34.0,60.0,0.99714,3.46,0.78,9.9,Low,9.871686,Medium,0.04,1.8051627655093567,Dry,11.679240867088735
6.2,0.52,0.08,4.4,0.071,11.0,32.0,0.99646,3.56,0.63,11.6,Medium,11.558936,Medium,0.011428571428571429,4.415631334925637,Medium,17.66789340075248
7.4,0.25,0.29,2.2,0.054,19.0,49.0,0.99666,3.4,0.76,10.9,Medium,10.863594,Medium,0.03625,2.2073726245660508,Dry,15.581389318282808
6.7,0.855,0.02,1.9,0.064,29.0,38.0,0.99472,3.3,0.56,10.75,Medium,10.693240000000001,Medium,0.0025,1.9100852501206367,Dry,9.343562701622243
11.1,0.44,0.42,2.2,0.064,14.0,19.0,0.99758,3.25,0.57,10.4,Medium,10.374832000000001,High,0.034999999999999996,2.2053369153351112,Dry,8.686418378147174
8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81,11.2,Medium,11.1496,Medium,0.04777777777777778,2.310396785534907,Dry,10.196146398184755
6.5,0.63,0.33,1.8,0.059,16.0,28.0,0.99531,3.36,0.64,10.1,Medium,10.052631,Medium,0.047142857142857146,1.808481779546071,Dry,11.707524440925384
7.0,0.57,0.02,2.0,0.072,17.0,26.0,0.99575,3.36,0.61,10.2,Low,10.156649999999999,Medium,0.0025,2.0085362791865427,Dry,10.458575762265555
6.3,0.6,0.1,1.6,0.048,12.0,26.0,0.99306,3.55,0.51,12.1,Low,12.016026,Medium,0.014285714285714287,1.6111816003061246,Dry,13.946297520661156
11.2,0.4,0.5,2.0,0.099,19.0,50.0,0.99783,3.1,0.58,10.4,Low,10.377432,High,0.041666666666666664,2.00434943828107,Dry,15.08486116734143
7.4,0.36,0.3,1.8,0.074,17.0,24.0,0.99419,3.24,0.7,11.4,High,11.333766,Medium,0.0375,1.8105191160643337,Dry,9.69228108160359
7.1,0.68,0.0,2.3,0.087,17.0,26.0,0.99783,3.45,0.53,9.5,Low,9.479385,Medium,0.0,2.30500185402323,Dry,10.50485343488248
7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,Low,9.378192,Medium,0.0,2.305348408307273,Dry,10.347604666281377
6.3,0.68,0.01,3.7,0.103,32.0,54.0,0.99586,3.51,0.66,11.3,Medium,11.253218,Medium,0.0014285714285714286,3.7153816801558457,Dry,11.513525490145225
7.3,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,Low,9.37791,Medium,0.0,2.2051821781185788,Dry,10.537043895412372
6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,Medium,10.95897,Medium,0.002857142857142857,2.408985515974585,Dry,10.616409960868019
7.0,0.56,0.17,1.7,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,Medium,10.498727,Medium,0.02125,1.7083023494181722,Dry,10.868234054394634
6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,Low,9.863964000000001,Medium,0.005714285714285714,2.208037255610422,Dry,11.325910353535352
6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,Medium,10.95897,Medium,0.002857142857142857,2.408985515974585,Dry,10.616409960868019
6.9,0.63,0.33,6.7,0.235,66.0,115.0,0.99787,3.22,0.56,9.5,Low,9.479765,Medium,0.04125,6.714301462114303,Medium,11.469086402473204
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,Low,9.862578000000001,Medium,0.0325,2.00758868523017,Dry,23.645941348973604
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,Low,9.862578000000001,Medium,0.0325,2.00758868523017,Dry,23.645941348973604
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,Low,9.862578000000001,Medium,0.0325,2.00758868523017,Dry,23.645941348973604
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,Low,10.054146,Medium,0.01625,2.009121411206879,Dry,11.031397632376684
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,Low,10.054146,Medium,0.01625,2.009121411206879,Dry,11.031397632376684
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,Low,10.054146,Medium,0.01625,2.009121411206879,Dry,11.031397632376684
6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.99489,3.39,0.82,10.9,Medium,10.844301000000002,Medium,0.002857142857142857,1.909758867814532,Dry,10.951078762247574
6.7,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71,11.2,Medium,11.143328,Medium,0.09142857142857143,2.1106800410074977,Dry,13.733049462705436
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,Low,10.054146,Medium,0.01625,2.009121411206879,Dry,11.031397632376684
